COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MED,T_S_MAX,T_S_MIN
CA001,2008-02-15T00:00:00,20.54,13.01171,6.65,86.8,66.48582,48.19,14.86275,0,0,34.11,8.856292,,555,358,212,262,1,24,24,24,24,24,0,24,24,1,0,60,0,0,,,
CA001,2008-02-16T00:00:00,20.28,12.64513,5.655,86.1,65.345,44.1,13.68447,0,0,38.19,8.868,,437,475,247,250,2,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
CA001,2008-02-17T00:00:00,15.31,12.585,9.24,91.8,74.36959,57.59,3.867617,3.3,300,42.44,6.315875,,322,516,260,322,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-18T00:00:00,19.34,15.25583,9.31,84,73.1729,64.08,13.77334,0,0,49.08,21.92238,,82,1025,238,86,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-19T00:00:00,17.89,14.62417,12.3,93,84.84585,74.2,8.822293,11.2,480,28.16,10.84287,,167,197,989,79,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-20T00:00:00,17.54,14.07375,11.31,94.7,88.4375,75.1,8.247478,2.3,180,17.78,5.062041,,172,186,788,285,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-21T00:00:00,18.94,12.57792,6.182,97.9,83.12875,61.3,11.90472,0.1,60,32.24,6.653416,,217,340,528,327,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-22T00:00:00,17.22,13.08458,8.84,88.6,78.40708,63.13,7.082161,0.1,60,14.89,3.907542,,431,179,277,508,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-23T00:00:00,17.71,13.83958,11.51,96.5,83.36666,70.1,3.515191,6.5,660,35.13,6.072083,,409,308,371,333,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-24T00:00:00,20.07,14.49292,10.44,97,80.48043,65.77,12.81025,6.400001,240,30.88,9.486959,,222,501,535,172,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-25T00:00:00,19.53,13.4775,7.57,95,83.03042,63.32,11.0068,0,0,9.1,2.570542,,400,200,402,392,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-26T00:00:00,20.58,13.97625,6.65,96,83.74,65.57,15.92637,0.1,60,12.85,3.361501,,369,137,473,422,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-27T00:00:00,22.25,14.38875,7.45,96.7,81.94167,52.51,16.66631,0.1,60,14.72,3.218625,,205,76,707,431,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-28T00:00:00,18.74,13.50708,7.84,93.7,83.94666,64.82,11.07336,0,0,18.12,5.717958,,15,102,1050,269,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-02-29T00:00:00,19.86,14.40667,8.57,93.9,79.01874,60.44,17.4163,0,0,20.16,5.781167,,650,141,233,366,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-01T00:00:00,21.51,14.02,6.185,92.2,74.36833,51.75,17.64301,0,0,10.47,3.129209,,249,88,535,530,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-02T00:00:00,23.62,14.90916,6.784,94.9,71.60375,44.03,18.06365,0,0,12.51,3.168917,,352,78,449,530,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-03T00:00:00,23.17,14.49208,5.648,88.9,68.17042,37.76,18.54901,0,0,11.32,2.978375,,443,151,260,545,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-04T00:00:00,21.47,14.92208,9.91,86.7,61.36542,25.43,13.47334,0,0,38.87,9.3735,,877,101,204,229,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-05T00:00:00,13.7,10.14767,5.112,50.4,31.8175,20.01,19.86628,0,0,34.11,16.41309,,1295,9,21,100,1,24,24,24,24,24,0,24,24,1,0,120,0,0,,,
CA001,2008-03-06T00:00:00,13.97,8.692834,2.253,63.61,39.59875,28.29,19.90494,0,0,31.22,11.36162,,1273,47,22,80,1,24,24,24,24,24,0,24,24,1,0,540,0,0,,,
CA001,2008-03-07T00:00:00,18.72,9.568166,-0.943,76,52.96875,29.02,19.90624,0,0,15.91,4.466875,,346,84,437,495,4,24,24,24,24,24,0,24,24,1,30,540,0,0,,,
CA001,2008-03-08T00:00:00,19.87,10.71304,0.595,82.9,62.25125,32.42,20.09462,0,0,24.07,6.613208,,158,180,897,194,3,24,24,24,24,24,0,24,24,1,0,480,0,0,,,
CA001,2008-03-09T00:00:00,18.01,12.10542,7.05,91.1,73.0175,55.38,15.4333,0,0,18.29,4.997626,,141,79,685,521,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-10T00:00:00,14.24,10.03896,3.323,91.6,77.93124,57.29,8.492159,0,0,23.05,7.699792,,82,131,1052,171,3,24,24,24,24,24,0,24,24,1,0,480,0,0,,,
CA001,2008-03-11T00:00:00,20.52,15.34833,10.71,91.8,76.10251,53.53,17.09421,0,0,18.12,5.553459,,452,83,476,383,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-12T00:00:00,24.56,16.03833,7.17,91.7,68.45583,44.93,20.14431,0,0,22.2,5.949583,,641,32,315,381,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-13T00:00:00,28.02,17.81584,9.71,82.9,59.35332,27.15,18.67979,0,0,23.56,5.649542,,220,117,927,159,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-14T00:00:00,28.49,18.66125,9.97,81.9,55.43541,29.5,17.44775,0,0,32.07,6.795166,,542,210,414,236,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-15T00:00:00,23.81,17.68459,10.78,83.2,57.91292,26.99,16.85349,0,0,34.62,10.52633,,14,169,828,427,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-16T00:00:00,20.72,13.02196,3.654,95.5,66.52959,35.92,20.52857,0,0,16.42,4.495458,,502,134,280,477,1,24,24,24,24,24,0,24,24,1,0,180,0,0,,,
CA001,2008-03-17T00:00:00,20.4,12.46204,4.719,91.6,71.05541,44.16,18.46389,0,0,24.24,6.913625,,99,112,989,234,3,24,24,24,24,24,0,24,24,1,0,300,0,0,,,
CA001,2008-03-18T00:00:00,17.53,12.97958,6.97,91.3,69.72959,44.62,18.00879,0,0,18.97,5.240499,,346,50,493,506,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-19T00:00:00,16.5,11.94833,7.99,89.5,79.95665,55.36,7.595884,5.1,600,31.56,10.52663,,2,461,938,38,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-20T00:00:00,16.17,12.39417,7.77,90,79.10835,64.65,16.20725,3.9,300,40.06,13.21379,,38,868,448,84,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-21T00:00:00,18.4,11.91983,4.656,94,77.24083,52.23,17.72136,0,0,15.74,3.673125,,148,198,589,485,3,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
CA001,2008-03-22T00:00:00,15.57,10.64604,5.12,95.7,83.835,62.96,11.68538,1.2,120,33.26,11.05287,,9,13,1267,150,3,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
CA001,2008-03-23T00:00:00,14.16,8.676374,3.657,91.4,67.25541,33.97,21.91104,0,0,21.18,5.642667,,411,103,231,644,4,24,24,24,24,24,0,24,24,1,0,600,0,0,,,
CA001,2008-03-24T00:00:00,17.53,9.130417,-0.274,89.8,62.45459,33.93,23.25096,0,0,21.52,5.574543,,743,134,229,293,1,24,24,24,24,24,0,24,24,1,20,600,0,0,,,
CA001,2008-03-25T00:00:00,19.86,11.18671,1.786,90.6,66.30667,39.4,22.97437,0,0,20.67,4.146708,,181,143,791,309,3,24,24,24,24,24,0,24,24,1,0,480,0,0,,,
CA001,2008-03-26T00:00:00,19.8,12.34117,4.392,92.3,71.24958,40.64,21.76765,0,0,22.71,7.025375,,34,88,742,564,3,24,24,24,24,24,0,24,24,1,0,300,0,0,,,
CA001,2008-03-27T00:00:00,18.35,12.48408,6.449,91.2,77.84917,61.88,11.35728,0,0,22.54,7.230583,,35,92,874,427,3,24,24,24,24,24,0,24,24,1,0,60,0,0,,,
CA001,2008-03-28T00:00:00,22.52,14.61608,4.982,95.5,67.53875,39.53,21.67834,0,0,22.71,7.088376,,784,79,120,385,1,24,24,24,24,24,0,24,24,1,0,180,0,0,,,
CA001,2008-03-29T00:00:00,25.5,17.15333,10.44,81.9,60.67667,33.98,16.67779,0,0,29.01,5.387541,,376,160,552,333,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-30T00:00:00,20.67,14.13417,7.05,93.7,74.00792,42.82,21.08954,0,0,28.33,7.37375,,154,76,902,299,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-03-31T00:00:00,19.92,12.45554,4.452,82.2,56.40374,29.52,24.23856,0,0,20.16,6.585,,906,56,49,368,1,24,24,24,24,24,0,24,24,1,0,300,0,0,,,
CA001,2008-04-01T00:00:00,25.3,16.99375,6.842,81.9,43.45876,22.87,24.47999,0,0,35.81,11.38896,,1145,88,16,159,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-02T00:00:00,25.37,16.86458,7.44,64.34,35.53542,13.56,25.34158,0,0,32.41,6.378751,,344,411,404,267,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-03T00:00:00,29.61,16.82604,3.917,56.32,32.87459,11.14,26.06119,0,0,23.39,5.131417,,403,168,534,317,3,24,24,24,24,24,0,24,24,1,0,240,0,0,,,
CA001,2008-04-04T00:00:00,29.53,17.95958,5.714,66.65,41.31043,16.99,25.6562,0,0,27.31,7.132167,,298,366,491,260,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-05T00:00:00,26.3,17.18792,8.04,65.74,47.73917,28.1,22.99115,0,0,28.84,8.670542,,394,283,448,278,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-06T00:00:00,22.47,16.96458,10.38,86.8,61.06916,37.05,21.33634,0,0,45,14.21921,,69,142,1030,186,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-07T00:00:00,19.29,14.42375,9.37,91.2,78.25541,60.35,9.444577,0.1,60,52.99,15.68992,,115,85,1149,84,3,24,24,24,24,24,0,24,24,1,0,0,0,1,,,
CA001,2008-04-08T00:00:00,17.44,15.06792,12.44,92,88.84583,82.6,2.51671,13.7,1020,57.24,25.14625,,0,88,1352,0,3,24,24,24,24,24,0,24,24,1,0,0,0,3,,,
CA001,2008-04-09T00:00:00,17.57,16.07625,12.63,96.6,90.32499,83.3,3.863405,36.6,900,54.86,23.97871,,2,55,1345,37,3,24,24,24,24,24,0,24,24,1,0,0,0,1,,,
CA001,2008-04-10T00:00:00,18.63,15.7775,11.78,88.9,82.58749,72.5,14.18872,5.5,420,57.58,28.7925,,0,3,1422,15,3,24,24,24,24,24,0,24,24,1,0,0,0,12,,,
CA001,2008-04-11T00:00:00,16.89,12.325,8.05,87.7,69.80666,47.89,19.34933,0,0,18.46,6.413958,,18,29,836,554,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-12T00:00:00,18.86,12.14883,5.256,91,71.27834,44.91,24.39454,0,0,12.17,3.159625,,234,172,450,548,4,24,24,24,24,24,0,24,24,1,0,300,0,0,,,
CA001,2008-04-13T00:00:00,19.12,13.13092,6.052,92.7,69.2196,40.34,26.02129,0,0,13.7,4.195208,,489,133,322,468,1,24,24,24,24,24,0,24,24,1,0,180,0,0,,,
CA001,2008-04-14T00:00:00,22.51,14.91,8.05,91.4,68.86751,43.05,25.18988,0,0,18.63,5.361917,,764,88,262,265,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-15T00:00:00,23.91,15.67458,7.12,87,52.95709,26.65,21.94888,0,0,32.07,8.782374,,528,526,180,181,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-16T00:00:00,25.01,16.43333,10.44,78.5,50.41417,29.5,18.55032,0,0,37.85,10.56704,,266,379,585,194,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-17T00:00:00,17.48,15.2975,13.7,94.4,81.12501,62.19,14.35525,3.9,540,36.83,15.18513,,0,3,1280,156,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-18T00:00:00,17.15,14.53958,11.18,92.1,76.76501,57.8,20.17396,4.9,420,47.55,18.3425,,1,1,1272,166,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-19T00:00:00,17.24,13.54042,11.24,92.5,86.30834,79.8,8.937211,11.1,960,49.93,24.24,,0,35,1403,2,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-20T00:00:00,15.91,12.47625,9.17,94,84.01499,65.49,14.81722,5.7,420,34.62,12.46525,,7,66,1283,82,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-21T00:00:00,18.74,13.38875,9.04,92.7,77.31667,56.49,21.33529,0,0,23.9,5.976792,,22,62,863,484,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-22T00:00:00,20.18,14.21167,7.92,94.8,73.91875,45.6,26.66565,0,0,13.53,3.839875,,492,109,359,438,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-23T00:00:00,24.82,16.98333,8.32,92.6,69.35833,43.01,26.05294,0,0,15.4,4.736833,,678,88,156,454,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-24T00:00:00,28.86,19.72791,9.57,91.5,61.0925,34.17,26.94053,0,0,17.44,3.887208,,246,104,674,395,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-25T00:00:00,29.81,21.11125,11.65,77.3,46.67083,21.44,28.07412,0,0,34.96,10.00354,,312,620,254,230,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-26T00:00:00,28.94,19.4475,10.24,72.1,50.45833,26.82,28.38074,0,0,20.16,5.442459,,637,103,467,204,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-27T00:00:00,28.53,19.36166,9.97,84.9,56.68376,30.77,27.91932,0,0,17.1,3.308666,,284,180,590,372,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-28T00:00:00,24.91,17.75792,10.78,89.2,61.18084,32.4,22.12616,0,0,17.61,4.386,,234,142,607,438,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-29T00:00:00,22.43,15.51083,8.24,84.6,61.09418,31.39,27.68871,0,0,15.23,5.0025,,383,64,290,634,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-04-30T00:00:00,20.84,14.30459,7.05,88.8,66.45167,40.96,26.61636,0,0,25.43,4.966667,,534,99,247,503,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-01T00:00:00,25.29,16.06137,5.781,91.2,64.96292,37.98,28.28854,0,0,17.1,4.138083,,201,90,750,386,3,24,24,24,24,24,0,24,24,1,0,60,0,0,,,
CA001,2008-05-02T00:00:00,27.16,17.81291,8.64,87.3,60.82042,36.34,27.40169,0,0,19.14,5.355583,,322,215,626,249,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-03T00:00:00,27.36,19.335,9.77,82.4,55.83624,32.6,25.55413,0,0,27.14,8.55154,,292,383,526,210,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-04T00:00:00,27.14,19.41708,11.04,86,62.26791,38.75,23.43839,0,0,17.27,3.692666,,509,219,288,386,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-05T00:00:00,28.93,20.38167,10.24,90.4,65.41167,36.41,25.81896,0,0,16.42,3.472958,,137,167,775,351,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-06T00:00:00,29.85,20.85291,12.24,92.2,65.79749,35.87,24.31145,0,0,17.78,3.8915,,230,185,674,332,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-07T00:00:00,26.62,19.53917,10.64,81.6,58.42416,40.69,23.75037,0,0,23.9,7.108875,,184,308,774,159,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-08T00:00:00,21.07,17.185,13.36,93,78.35291,65.44,9.056067,1,120,14.72,5.757708,,187,89,974,174,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-09T00:00:00,20.74,15.82958,11.83,93.8,72.57915,44.32,21.21294,1.1,180,23.22,6.106291,,17,84,891,442,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-10T00:00:00,18.67,14.11167,8.11,92.5,75.47749,54.02,21.0517,0.7,240,25.94,7.399126,,12,66,961,396,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-11T00:00:00,18.75,14.72,9.24,91.1,76.77,62.77,13.10143,0.2,120,17.78,7.558876,,4,99,1214,120,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-12T00:00:00,19.68,15.7775,12.84,95.2,86.32082,71.4,11.3576,2,180,18.8,6.868292,,3,167,1212,55,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-13T00:00:00,22.78,16.72875,10.98,92.4,74.88208,50.93,26.90958,0,0,16.76,7.068458,,2,183,1133,121,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-14T00:00:00,16.37,5.69,0,90.5,39.08334,10,20.17465,0,0,18.8,5.343542,,5,45,1160,226,3,24,24,24,24,24,0,24,24,1,800,900,0,0,,,
CA001,2008-05-15T00:00:00,0,0,0,10,10,10,19.78472,0,0,13.87,3.354333,,126,118,767,414,3,24,24,24,24,24,0,24,24,1,1440,1440,0,0,,,
CA001,2008-05-16T00:00:00,20.14,10.28333,0,92.5,56.67958,10,15.57137,1.3,300,21.69,4.995542,,49,186,1102,99,3,24,24,24,24,24,0,24,24,1,500,540,0,0,,,
CA001,2008-05-17T00:00:00,22.39,16.41667,11.5,94.5,75.15,44.58,23.46512,0,0,17.78,5.449625,,13,76,1150,198,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-18T00:00:00,20.87,15.51417,9.84,91.3,71.83334,49.7,20.91908,0.2,60,22.88,7.347626,,2,22,1162,255,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-19T00:00:00,21,15.87417,11.51,94.5,71.97915,44.07,18.64302,1.2,120,17.95,6.128167,,28,91,850,463,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-20T00:00:00,19.21,15.83833,12.18,91.9,80.21833,62.82,13.8407,0.1,60,17.95,6.72929,,0,104,1302,31,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-21T00:00:00,23.64,17.65417,12.23,95,76.09082,51.5,23.66915,0,0,18.12,5.308542,,11,181,1090,153,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-22T00:00:00,25.69,17.77666,10.31,93.8,69.96,40.77,28.99736,0,0,16.08,4.276458,,189,99,805,331,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-23T00:00:00,22.46,17.63708,11.71,93.6,77.27792,58.55,16.64482,0,0,19.48,6.587084,,4,87,1243,107,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-24T00:00:00,21.65,16.85458,12.3,94.1,69.02377,36.65,25.17456,0.4,120,17.27,6.156291,,81,59,664,621,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-25T00:00:00,19.54,14.49708,10.64,93.1,77.5375,55.75,22.64075,6.1,240,20.33,6.632167,,10,333,1004,92,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-26T00:00:00,20.86,14.92,10.11,91.7,72.60458,47.33,26.92714,0,0,16.76,6.007791,,6,95,1137,202,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-27T00:00:00,19.08,14.86958,11.04,92.2,80.21291,61.62,17.49544,4.1,240,19.99,6.280541,,31,148,1142,115,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-28T00:00:00,21.6,15.67917,11.24,93.1,72.48542,44.3,22.30682,0.4,60,14.55,5.116,,28,97,835,475,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-29T00:00:00,21.67,16.75583,11.91,92.7,77.63417,58.59,17.49758,0.1,60,18.8,7.181916,,0,83,1299,58,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-30T00:00:00,18.8,15.52291,12.36,94.5,87.01249,70.6,10.43542,5.2,420,14.38,4.439042,,10,129,1074,218,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-05-31T00:00:00,22.39,15.97625,11.44,95.2,75.71915,47.95,26.14354,0.1,60,16.08,5.925417,,2,81,1206,149,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-01T00:00:00,21.72,16.05875,10.24,93.8,75.66251,51.38,29.785,0,0,17.27,5.520875,,34,91,1147,162,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-02T00:00:00,24.9,17.42333,10.24,93.2,71.16209,40.86,29.47101,0,0,16.42,4.662709,,42,135,932,326,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-03T00:00:00,26.89,18.88917,9.57,93.9,64.93459,36.76,24.75619,0,0,15.06,3.547791,,337,91,382,592,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-04T00:00:00,26.69,19.55375,11.24,90.3,64.85208,39.08,29.8051,0,0,17.61,4.33325,,37,119,940,334,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-05T00:00:00,26.56,19.54292,11.91,87.1,64.60876,28.52,30.16119,0,0,14.89,5.619167,,30,124,1074,208,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-06T00:00:00,31.19,21.125,11.64,90.6,62.23625,31.42,29.52914,0,0,13.53,3.499917,,250,113,653,402,3,24,24,24,24,24,0,24,24,1,0,0,40,0,,,
CA001,2008-06-07T00:00:00,31.85,22.43208,12.84,92,59.87582,26.64,30.05802,0,0,16.08,3.843,,213,144,612,443,3,24,24,24,24,24,0,24,24,1,0,0,280,0,,,
CA001,2008-06-08T00:00:00,30.39,21.65042,11.51,89.3,58.58292,31.14,29.74656,0,0,16.42,4.366,,85,189,839,314,3,24,24,24,24,24,0,24,24,1,0,0,10,0,,,
CA001,2008-06-09T00:00:00,25.82,19.53708,12.05,83.8,61.8625,41.54,25.87868,0,0,20.33,5.637458,,421,160,582,239,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-10T00:00:00,27.74,20.44583,12.9,88.7,64.11167,38.55,22.77307,0,0,12,3.8005,,440,156,417,388,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-11T00:00:00,30.72,22.01917,12.71,89.3,57.80834,26.59,30.1375,0,0,16.08,4.188376,,336,137,507,424,3,24,24,24,24,24,0,24,24,1,0,0,140,0,,,
CA001,2008-06-12T00:00:00,32.52,23.73416,13.56,88,53.04335,23.81,30.70876,0,0,18.8,4.510957,,453,116,439,378,1,24,24,24,24,24,0,24,24,1,0,0,480,0,,,
CA001,2008-06-13T00:00:00,33.57,23.83292,14.23,84.1,53.14083,21.69,30.17361,0,0,15.57,3.837125,,288,141,549,435,3,24,24,24,24,24,0,24,24,1,0,0,380,0,,,
CA001,2008-06-14T00:00:00,35.54,25.68542,14.1,81.6,42.62126,12.81,30.68521,0,0,16.42,3.411542,,215,143,435,610,4,24,24,24,24,24,0,24,24,1,0,0,550,0,,,
CA001,2008-06-15T00:00:00,33.98,24.13667,13.1,71.8,35.79541,12.43,31.85421,0,0,15.57,4.973208,,103,146,713,463,3,24,24,24,24,24,0,24,24,1,0,0,420,0,,,
CA001,2008-06-16T00:00:00,26.16,20.88375,16.49,87.5,67.48666,41.98,23.37651,0,0,18.46,6.667918,,10,147,1087,198,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-17T00:00:00,28.6,21.68958,14.17,91.7,62.31332,34.68,29.7399,0,0,15.06,3.990417,,123,154,649,492,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
CA001,2008-06-18T00:00:00,32.05,23.12917,12.5,87.1,52.80542,26.79,31.05421,0,0,15.4,4.1355,,316,232,541,322,3,24,24,24,24,24,0,24,24,1,0,0,350,0,,,
CA001,2008-06-19T00:00:00,34.36,24.74125,13.63,82.7,49.72208,24.38,30.38486,0,0,14.72,3.484166,,325,190,479,411,3,24,24,24,24,24,0,24,24,1,0,0,440,0,,,
CA001,2008-06-20T00:00:00,34.22,25.20875,15.02,82.9,51.70709,22.78,30.25456,0,0,14.04,3.682209,,381,100,414,510,4,24,24,24,24,24,0,24,24,1,0,0,470,0,,,
CA001,2008-06-21T00:00:00,34.63,25.2775,14.37,84.4,45.22251,19.35,30.85342,0,0,21.52,5.066917,,164,345,611,298,3,24,24,24,24,24,0,24,24,1,0,0,510,0,,,
CA001,2008-06-22T00:00:00,34.88,25.37875,13.03,69.46,40.81375,25.27,29.16609,0,0,18.29,4.916833,,240,359,582,239,3,24,24,24,24,24,0,24,24,1,0,0,530,0,,,
CA001,2008-06-23T00:00:00,31.73,23.59208,16.55,83.6,59.17292,34.36,27.60637,0,0,22.37,7.355333,,204,234,796,187,3,24,24,24,24,24,0,24,24,1,0,0,170,0,,,
CA001,2008-06-24T00:00:00,34.23,24.66084,15.3,91.3,56.06584,18.34,30.91524,0,0,21.86,6.008417,,594,84,294,401,1,24,24,24,24,24,0,24,24,1,0,0,450,0,,,
CA001,2008-06-25T00:00:00,38.52,26.7225,13.36,73.2,37.34833,15.75,30.41736,0,0,20.16,4.554625,,165,206,615,426,3,24,24,24,24,24,0,24,24,1,0,0,600,0,,,
CA001,2008-06-26T00:00:00,37.88,27.84833,17.35,59.02,37.34792,22.14,29.83329,0,0,20.16,5.630167,,354,344,559,159,3,24,24,24,24,24,0,24,24,1,0,0,640,0,,,
CA001,2008-06-27T00:00:00,39.31,28.48834,16.88,78.9,46.24458,19.66,30.21821,0,0,13.87,4.452209,,314,112,577,403,3,24,24,24,24,24,0,24,24,1,0,0,640,0,,,
CA001,2008-06-28T00:00:00,36.15,28.4825,19.94,62.63,43.00209,29.15,29.70794,0,0,16.59,5.248292,,172,242,670,333,3,24,24,24,24,24,0,24,24,1,0,0,640,0,,,
CA001,2008-06-29T00:00:00,38.25,28.21625,18.07,77.7,47.76334,25.34,29.38044,0,0,23.56,4.341167,,279,250,494,391,3,24,24,24,24,24,0,24,24,1,0,0,610,0,,,
